general,,,,,,,,conciència del sentir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elecció personal,,,,,,responsabilidad individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entorn - Què passa? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ids,consentiment,dades demogràfiques,,,,,,"1. Últimament, amb quina freqüència has sentit les següents emocions?",,,,,,,,,,,,,,,,,,,,,,,,"Voldríem mirar algunes emocions més. D’aquestes altres, selecciona sols aquelles que últimament hagis sentit",,,,,,,,,,,,,,,,,,2. Sabries explicar com se senten últimament…?,,,,"3. Com esteu vivint emocionalment, tu i les persones de la teva edat, el moment actual? ","1. Últimament, quan vull donar resposta a una situació emocionalment complexa, jo...","2. Últimament, quan sento estrès, por, tristesa, ràbia o alguna altre emoció desagradable, jo...","3. Últimament, davant de moments de complexitat emocional, jo... ",,,,"1. Davant de les diferents emocions que apareixen en situacions complexes, quins comportaments tens? Què fas? (marca totes les que facis)",reactividad - freeze,reactividad - lucha,reactividad - huir,reactividad - mochila,reactividad - mochila,reactividad - chubasquero,reactividad - chubasquero,descongestión - expresión,descongestión - ayuda,descongestión - amor,descongestión - descanso,descongestión - fluir,sugestión - buscar alternativas,sugestión - cambiar mirada,sugestión - ganar amplitud,digestión - aceptación,digestión - comprensión/aprendizaje,"digestión - dejar ir/soltar, me dejo crecer","2. Si sents angoixa, disgust o tristesa profunda, a qui recorres? (marca totes les que creguis que tenen a veure amb el que fas)",,,,,,,,,"1. Pensa en les relacions que has tingut últimament (amb les teves amistats, família, comunitat escolar, etc.). Quan ha sigut l’última vegada que has sentit que algú et preguntava de veritat, amb ànim de saber la teva resposta, com et sents?",,,,"2. Últimament, com estàs vivint emocionalment les següents situacions?",,,,,,,,,,,,,,,,,,,"3.Has viscut altres situacions emocionalment complexes, més enllà de les que t'hem proposat a l'anterior pregunta? Com t'has sentit? (recorda que aquesta informació és anònima):",,"4.Quan et sents malament, emocionalment parlant, com preferiries que les persones del teu entorn t’ajudessin?  ",,"5.Quins recursos, serveis, activitats trobes al teu abast, al teu entorn, que ajuden a potenciar el teu benestar emocional?",
44176.52817,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Algunes vegades,Freqüentment,Poc,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Poc,Poc,Freqüentment,Poc,Algunes vegades,"Alleujament, Enyorança, Il·lusió, Pau",1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,Sabria explicar-ho,Sabria explicar-ho,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Algunes vegades,Sempre,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Em cuido, em mimo, connecto amb el meu benestar., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,"Familiars, Xarxes socials (comunitat on-line), A mi mateix/a",0,1,0,0,1,0,1,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Fa 1 mes,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,No ho he viscut,No he viscut altres situacions emocionalment complexes.,,Pregutant-me com em sento,,Xarxes socials i família,
44176.52858,Accepto,16,4t d’ESO,Vilanova i la Geltrú,Mascle,Home,4,Freqüentment,Algunes vegades,Freqüentment,Poc,Algunes vegades,Gens,Freqüentment,Algunes vegades,Gens,Gens,Gens,Freqüentment,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Freqüentment,Freqüentment,Gens,Poc,Freqüentment,Gens,Poc,"Desesperació, Esperança, Pau",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Sempre,Sempre,Sempre,"M’ho guardo, prefereixo no expressar com estic o com em sento., M’és igual, no m’afecta.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,Aquesta setmana o l’anterior,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,no,,No cal que m'ajudin jo soc una persona que si m'he ficat en un problema jo doncs el soluciono jo.,,Dormir,
44176.52939,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,3,Freqüentment,Freqüentment,Algunes vegades,Poc,Poc,Poc,Freqüentment,Algunes vegades,Freqüentment,Gens,Algunes vegades,Freqüentment,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Gens,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,"Angoixa, Enyorança, Il·lusió",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Sempre,Sempre,Sempre,"Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions., Les situacions complexes no són la meva responsabilitat, ja s’ocuparà un altre., M’és igual, no m’afecta., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Prenc distància per mirar i comprendre el millor possible el que em passa.",0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 1 mes,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,Em sento malament,Em sento bé,No sé com em sento,Em sento malament,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,No ho he viscut,no,,"Amb que m'escoltin, en tinc prou",,Fer el que m'agrada (jugar voley) i sobretot la música,
44176.52974,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,4,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Poc,Poc,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Freqüentment,Poc,Poc,"Alleujament, Angoixa, Enyorança, Esperança, Il·lusió, Pau, Plenitud",1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,e. Aquesta situació ens ha donat l’oportunitat d’aprendre i això ens ajuda a afrontar el moment amb benestar.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Sempre,Sempre,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., No em deixo portar per la situació, procuro el millor per a mi., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me.",0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,"Familiars, A mi mateix/a",0,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,No m'ho han preguntat,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,Em sento bé,No sé com em sento,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,Em sento bé,Em sento malament,No.,,Que hem preguntin com hem sento.,,No moltes.,
44176.52983,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,4,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Poc,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Gens,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Gens,Gens,Poc,Algunes vegades,Algunes vegades,"Angoixa, Culpa, Desesperació, Enyorança, Esperança, Frustració, Gratitud, Il·lusió",0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"b. No ens agrada el que estem vivint ni estem d’acord amb com s'està gestionant, però bueno... és el que hi ha.","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Poc o no gaire,Sempre,Algunes vegades,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco alternatives per resoldre el que sento., Busco altres punts de vista que m’ajudin a sentir-me millor., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,Aquesta setmana o l’anterior,Em sento bé,Em sento bé,No sé com em sento,Em sento malament,No ho he viscut,No ho he viscut,No ho he viscut,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,.,,Primer m'agradaria que em deixessin tranquil·la per poder pensar i després una abraçada ,,"La meva gossa, els  meus pares, el meu germà i la meva iaia",
44176.53062,Accepto,15,4t d’ESO,Vilanova i la Geltrú,Femella,Dona,4,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Poc,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Gens,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Poc,Algunes vegades,Poc,"Frustració, Rancor",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,No sé com se senten de veritat,No sé com se senten de veritat,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","Penso en la resta, escullo què fer segons el que els demés esperen de mi.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Algunes vegades,Sempre,Algunes vegades,"M’ho guardo, prefereixo no expressar com estic o com em sento., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., No em deixo portar per la situació, procuro el millor per a mi., Busco altres punts de vista que m’ajudin a sentir-me millor.",0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"Familiars, A mi mateix/a",0,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,No m'ho han preguntat,Fa 2-3 setmanes,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,Em sento bé,No sé com em sento,No sé com em sento,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,No ho he viscut,No sé com em sento,No ho he viscut,No,,Preguntant-me però quan troben que és el moment indicat,,"Els familiars, el ball i la lectura",
44176.59664,Accepto,15,4t d’ESO,Olivella,Femella,Dona,2,Freqüentment,Freqüentment,Freqüentment,Gens,Algunes vegades,Gens,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Gens,Poc,Gens,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Poc,Gens,"Alleujament, Enyorança, Frustració, Gratitud, Il·lusió, Pau, Plenitud, Remordiment",1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,No sé com se senten de veritat,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,a. Preferim fer coses que ens distreguin del que està passant i del que sentim.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Sempre,Sempre,Algunes vegades,Algunes vegades,"Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Busco i/o demano ajuda., Em cuido, em mimo, connecto amb el meu benestar., Descanso de les emocions difícils per recarregar energia, llavors les abordo., No em deixo portar per la situació, procuro el millor per a mi., Busco altres punts de vista que m’ajudin a sentir-me millor., Accepto el que em passa i em permeto sentir-ho sense jutjar-me., Comprenc el que sento i trec aprenentatges que m’enforteixen.",0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,"Amistats, Familiars, A mi mateix/a",1,1,0,0,0,0,1,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,No m'ho han preguntat,Fa 1 mes,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento malament,Em sento bé,No ho he viscut,No ho he viscut,No ho he viscut,"No, no n'he viscut",,"Sense dir res, fent-me una abraçada, indicant-me que estan aquí per mi i esperant a que estigui preprada per explicar'ls-hi el que em passa sense que hagin d'insistir (però que preguntin també perquè jo sàpiga que els importa). ",,"Anar a la psicóloga, ballar i escriure.",
44176.70478,Accepto,13,2n d’ESO,Cubelles,Femella,Dona,2,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Freqüentment,Freqüentment,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,"Alleujament, Angoixa, Desesperació, Il·lusió",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,d. Aprofitem el que està passant per donar-li un sentit i intentem fer canvis per a millorar la situació.,"M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Sempre,Algunes vegades,Sempre,"Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Amistats, Familiars",1,1,0,0,0,0,0,,Aquesta setmana o l’anterior,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Aquesta setmana o l’anterior,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No sé com em sento,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,No ho he viscut,No ho he viscut,no,,amb consells,,"familia
amics",
44177.45208,Accepto,15,4t d’ESO,Cubelles,Mascle,Home,2,Freqüentment,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Poc,Freqüentment,Algunes vegades,Algunes vegades,Algunes vegades,Algunes vegades,Poc,Algunes vegades,Poc,Freqüentment,Gens,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Poc,Freqüentment,Algunes vegades,Freqüentment,"Alleujament, Angoixa, Esperança, Frustració, Gratitud, Il·lusió, Pànic, Remordiment",1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,Sabria explicar-ho,"c. Entenem la realitat actual i, tot i que ens fa mal, trobem espais per expressar i intentar donar-li sentit.","Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Miro el que sento, però com que no sé què fer, al final miro cap a una altra banda",Poc o no gaire,Sempre,Algunes vegades,Sempre,"Em bloquejo. Em costa respondre., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., M’és igual, no m’afecta., Em cuido, em mimo, connecto amb el meu benestar., No em deixo portar per la situació, procuro el millor per a mi., Busco altres punts de vista que m’ajudin a sentir-me millor.",1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,"Familiars, A mi mateix/a",0,1,0,0,0,0,1,,Aquesta setmana o l’anterior,No m'ho han preguntat,Fa 2-4 mesos,No m'ho han preguntat,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No ho he viscut,Em sento malament,Em sento bé,Em sento malament,Em sento bé,Em sento bé,No sé com em sento,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento malament,No sé com em sento,No sé com em sento,Em sento bé,no se,,prefereixo que em deixin en pau,,els videojocs,
44177.7197,Accepto,14,3r d’ESO,Vilanova i la Geltrú,Mascle,Home,3,Freqüentment,Freqüentment,Freqüentment,Gens,Algunes vegades,Gens,Freqüentment,Poc,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Poc,Poc,Poc,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Poc,Algunes vegades,Freqüentment,Poc,Algunes vegades,"Alleujament, Culpa, Esperança, Il·lusió, Pau, Temor",1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,No sé com se senten de veritat,No sé com se senten de veritat,Sabria explicar-ho,Sabria explicar-ho i podria dir com em fan sentir a mi les seves emocions,d. Aprofitem el que està passant per donar-li un sentit i intentem fer canvis per a millorar la situació.,"Em mostro segons el que conec de mi, escullo depenent del que vull mostrar o deixar veure en aquell moment.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Sempre,Algunes vegades,Sempre,"Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em cuido, em mimo, connecto amb el meu benestar., Descanso de les emocions difícils per recarregar energia, llavors les abordo.",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Ningú,0,0,0,0,0,1,0,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Fa 2-3 setmanes,Fa 2-3 setmanes,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,Em sento malament,Em sento bé,No sé com em sento,No ho he viscut,No sé com em sento,No ho he viscut,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,No sé com em sento,No ho he viscut,No recordo ninguna ,,No ho se,,Dormir,
44178.52503,Accepto,13,2n d’ESO,Vilanova i la Geltrú,Femella,Dona,5,Algunes vegades,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Poc,Algunes vegades,Algunes vegades,Poc,Poc,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,Algunes vegades,Freqüentment,Algunes vegades,Freqüentment,Algunes vegades,"Alleujament, Culpa, Desesperació, Frustració, Il·lusió, Odi, Rancor, Rebuig, Temor",1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,Sabria explicar-ho,Sé com se senten però no sabria com explicar-ho,Sé com se senten però no sabria com explicar-ho,Sabria explicar-ho,"No crec que sigui aquest el millor moment per nosaltres  o almenys per mi per la situacio en la que estem entre l'estrés examens i el covid també no es fácil  gestionarlo tot ala vegada tot i aixi intentem mirar les coses lo mes positivament posible, en la .eva opinió que no tothom estaria d'acord penso que durant tot aquest temps i amb les coses que estan pasant ens donem compte de qui som amb qui estem la familia amics y tot el que tenim, ho començem a valorar molt i ha descartar aquella gent que fa mal a la teva vida...","M’escolto i em situo en el meu benestar, escullo l’opció que m’ajuda a sentir-me verdaderament millor.","Escullo mirar el que sento, escoltar-me, entendre’m, cuidar-me per així poder-me sentir millor.",Algunes vegades,Algunes vegades,Sempre,Algunes vegades,"Em bloquejo. Em costa respondre., Perdo el control i puc arribar a tenir conductes conflictives., Faig com si res i m'evadeixo de les meves emocions., M’ho guardo, prefereixo no expressar com estic o com em sento., Em pressiono tractant de resoldre tot el que passa, fins i tot quan no és la meva responsabilitat., Intento donar-me espais per expressar el que sento (ex. dibuixar, ballar, escriure, parlar amb algú, etc.)., Descanso de les emocions difícils per recarregar energia, llavors les abordo., Prenc distància per mirar i comprendre el millor possible el que em passa., Deixo anar el que ja no necessito ni em fa bé, em deixo ser la millor versió de mi.",1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"Ningú, A mi mateix/a",0,0,0,0,0,1,1,,Aquesta setmana o l’anterior,Fa 2-3 setmanes,Aquesta setmana o l’anterior,No m'ho han preguntat,Em sento bé,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,No ho he viscut,Em sento malament,No sé com em sento,Em sento bé,Em sento bé,Em sento bé,Em sento bé,Em sento bé,No sé com em sento,No sé com em sento,No ho he viscut,No ho he viscut,No sé com em sento,No ho he viscut,"Si, donar la teva confiança sense rebre el minim de lo que dono, fa molta pena veure gent uqe no et valora. Llavors el que d'ha de fer es allunyarse.",relacional,"Que no començin a parlar de les seves coses que no es comparin amb el que em passa a mi i que no pensin que soc una exagerada, per aquests motius no m'ahrada parlar amb els del meu entorn quan em sento malament ja que pensen en ells mateixos.",,La tranquilitat.,
